,TXNDATE,TXNID,SKU,QUANTITY
390242,2018-02-01 07:01:22,180201120032740206,66621,1.0
390243,2018-02-01 07:01:22,180201120032740206,70274,1.0
390244,2018-02-01 07:01:22,180201120032740206,75227,1.0
390245,2018-02-01 07:01:22,180201120032740206,66577,1.0
390246,2018-02-01 07:01:22,180201120032740206,66620,1.0
390247,2018-02-01 07:01:22,180201120032740206,66622,1.0
390248,2018-02-01 07:02:19,180201120133663406,71483,1.0
390249,2018-02-01 07:02:19,180201120133663406,71405,1.0
390250,2018-02-01 07:03:11,180201120304942106,71356,1.0
390251,2018-02-01 07:08:47,180201120805464706,70770,1.0
390252,2018-02-01 07:08:47,180201120805464706,71632,1.0
390253,2018-02-01 07:08:47,180201120805464706,70145,1.0
390254,2018-02-01 07:09:54,18020112090690306,65822,2.0
390255,2018-02-01 07:09:54,18020112090690306,70700,1.0
390256,2018-02-01 07:09:54,18020112090690306,71551,3.0
390257,2018-02-01 07:10:52,180201121004181506,71288,1.0
390258,2018-02-01 07:10:52,180201121004181506,70908,1.0
390259,2018-02-01 07:10:52,180201121004181506,71601,1.0
390260,2018-02-01 07:10:52,180201121004181506,62512,1.0
390261,2018-02-01 07:11:50,180201121115729806,66061,1.0
390262,2018-02-01 07:14:02,180201121333843706,71164,1.0
390263,2018-02-01 07:14:02,180201121333843706,71329,2.0
390264,2018-02-01 07:14:25,180201121418465006,71598,10.0
390265,2018-02-01 07:17:34,180201121712221706,68821,1.0
390266,2018-02-01 07:17:34,180201121712221706,73120,1.0
390267,2018-02-01 07:24:09,180201122323451306,69933,1.0
390268,2018-02-01 07:24:09,180201122323451306,65426,1.0
390269,2018-02-01 07:25:15,180201122433491206,71433,1.0
390270,2018-02-01 07:25:15,180201122433491206,68953,1.0
390271,2018-02-01 07:25:15,180201122433491206,75175,1.0
390272,2018-02-01 07:25:15,180201122433491206,71253,1.0
390273,2018-02-01 07:25:15,180201122433491206,71655,1.0
390274,2018-02-01 07:26:23,180201122617898606,70672,1.0
390275,2018-02-01 07:29:03,180201122852936706,70674,1.0
390276,2018-02-01 07:31:16,180201123102660006,70816,1.0
390277,2018-02-01 07:33:25,18020112325638506,72457,1.0
390278,2018-02-01 07:33:46,180201123335466606,73122,1.0
390279,2018-02-01 07:36:09,180201123533580806,66123,2.0
390280,2018-02-01 07:37:05,180201123656997706,70693,1.0
390281,2018-02-01 07:37:05,180201123656997706,71164,1.0
390282,2018-02-01 07:38:25,180201123812232106,62503,1.0
390283,2018-02-01 07:39:18,180201123840816006,69526,1.0
390284,2018-02-01 07:39:18,180201123840816006,63401,1.0
390285,2018-02-01 07:39:18,180201123840816006,73236,1.0
390286,2018-02-01 07:41:01,180201124012541606,71600,1.0
390287,2018-02-01 07:41:01,180201124012541606,70374,1.0
390288,2018-02-01 07:41:01,180201124012541606,69118,1.0
390289,2018-02-01 07:41:01,180201124012541606,69857,1.0
390290,2018-02-01 07:43:25,180201124133943306,69917,5.0
390291,2018-02-01 07:43:25,180201124133943306,71280,5.0
390292,2018-02-01 07:47:14,180201124629123106,69712,1.0
390293,2018-02-01 07:47:14,180201124629123106,66357,1.0
390294,2018-02-01 07:47:14,180201124629123106,71506,1.0
390295,2018-02-01 07:47:14,180201124629123106,74668,1.0
390296,2018-02-01 07:47:14,180201124629123106,69944,1.0
390297,2018-02-01 07:47:14,180201124629123106,70414,1.0
390298,2018-02-01 07:48:38,18020112475053406,70667,1.0
390299,2018-02-01 07:49:41,180201124902944306,74703,1.0
390300,2018-02-01 07:50:14,180201124952945606,71064,1.0
390301,2018-02-01 07:50:41,180201125021383806,70842,1.0
390302,2018-02-01 07:53:11,180201125214602006,70877,2.0
390303,2018-02-01 07:53:11,180201125214602006,74512,1.0
390304,2018-02-01 07:53:11,180201125214602006,70194,2.0
390305,2018-02-01 07:53:55,180201125338597406,65473,1.0
390306,2018-02-01 07:53:55,180201125338597406,70579,1.0
390307,2018-02-01 07:54:58,180201125426207806,64532,1.0
390308,2018-02-01 07:55:50,180201125505223506,61841,1.0
390309,2018-02-01 07:55:50,180201125505223506,70525,1.0
390310,2018-02-01 07:55:50,180201125505223506,70692,1.0
390311,2018-02-01 07:55:50,180201125505223506,73120,1.0
390312,2018-02-01 07:55:50,180201125505223506,63405,1.0
390313,2018-02-01 07:55:50,180201125505223506,70004,2.0
390314,2018-02-01 07:56:34,180201125605377806,69455,1.0
390315,2018-02-01 07:56:34,180201125605377806,70373,1.0
390316,2018-02-01 07:56:34,180201125605377806,70693,2.0
390317,2018-02-01 07:56:34,180201125605377806,70377,1.0
390318,2018-02-01 07:56:34,180201125605377806,71655,1.0
390319,2018-02-01 07:58:00,18020112572450506,69558,1.0
390320,2018-02-01 07:58:00,18020112572450506,65015,1.0
390321,2018-02-01 07:58:00,18020112572450506,68973,1.0
390322,2018-02-01 07:58:36,180201125820348506,69535,1.0
390323,2018-02-01 07:58:38,180201125803935702,69373,1.0
390324,2018-02-01 08:04:36,180201130218928306,63094,1.0
390325,2018-02-01 08:04:36,180201130218928306,72917,1.0
390326,2018-02-01 08:04:36,180201130218928306,71016,1.0
390327,2018-02-01 08:04:36,180201130218928306,68589,1.0
390328,2018-02-01 08:04:36,180201130218928306,68589,1.0
390329,2018-02-01 08:04:36,180201130218928306,75229,2.0
390330,2018-02-01 08:04:36,180201130218928306,75051,1.0
390331,2018-02-01 08:04:36,180201130218928306,68510,1.0
390332,2018-02-01 08:04:36,180201130218928306,68692,1.0
390333,2018-02-01 08:04:36,180201130218928306,71043,1.0
390334,2018-02-01 08:04:36,180201130218928306,57376,1.0
390335,2018-02-01 08:04:36,180201130218928306,68628,1.0
390336,2018-02-01 08:04:36,180201130218928306,66602,1.0
390337,2018-02-01 08:04:36,180201130218928306,68627,1.0
390338,2018-02-01 08:06:06,180201130507663506,75372,1.0
390339,2018-02-01 08:07:46,180201130634945606,70667,1.0
390340,2018-02-01 08:07:46,180201130634945606,71495,1.0
390341,2018-02-01 08:07:46,180201130634945606,71591,1.0
390342,2018-02-01 08:09:28,180201130855212706,71503,1.0
390343,2018-02-01 08:10:22,180201131001790006,69371,2.0
390344,2018-02-01 08:12:39,180201131129963606,75416,1.0
390345,2018-02-01 08:12:39,180201131129963606,63011,1.0
390346,2018-02-01 08:13:11,180201131306105706,70474,1.0
390347,2018-02-01 08:15:16,180201131508465406,67114,1.0
390348,2018-02-01 08:16:34,180201131612263506,71299,1.0
390349,2018-02-01 08:17:01,180201131653716506,71585,1.0
390350,2018-02-01 08:20:34,180201132019437006,71244,1.0
390351,2018-02-01 08:22:20,180201132147297606,66005,1.0
390352,2018-02-01 08:24:27,18020113230848206,71469,7.0
390353,2018-02-01 08:24:27,18020113230848206,65610,2.0
390354,2018-02-01 08:24:27,18020113230848206,70124,12.0
390355,2018-02-01 08:25:03,180201132441466206,62765,1.0
390356,2018-02-01 08:25:03,180201132441466206,73792,1.0
390357,2018-02-01 08:25:47,180201132517497006,70947,1.0
390358,2018-02-01 08:26:42,180201132553419706,70977,1.0
390359,2018-02-01 08:26:42,180201132553419706,70976,1.0
390360,2018-02-01 08:26:42,180201132553419706,71329,1.0
390361,2018-02-01 08:27:27,180201132706248306,71358,1.0
390362,2018-02-01 08:28:11,180201132742436406,71550,2.0
390363,2018-02-01 08:28:11,180201132742436406,71549,1.0
390364,2018-02-01 08:28:39,180201132826577706,65737,1.0
390365,2018-02-01 08:28:39,180201132826577706,71161,1.0
390366,2018-02-01 08:29:21,180201132916531206,69646,1.0
390367,2018-02-01 08:30:17,180201132952391506,64219,2.0
390368,2018-02-01 08:31:23,180201133111719706,71547,1.0
390369,2018-02-01 08:31:59,180201133146360706,71547,1.0
390370,2018-02-01 08:34:46,180201133403127706,71565,1.0
390371,2018-02-01 08:34:46,180201133403127706,71347,1.0
390372,2018-02-01 08:34:46,180201133403127706,71603,1.0
390373,2018-02-01 08:35:07,18020113350250106,64998,1.0
390374,2018-02-01 08:36:19,180201133550441606,66676,1.0
390375,2018-02-01 08:36:19,180201133550441606,65144,1.0
390376,2018-02-01 08:41:03,180201134040225106,71218,1.0
390377,2018-02-01 08:41:46,180201134127194706,65905,1.0
390378,2018-02-01 08:41:46,180201134127194706,67752,1.0
390379,2018-02-01 08:43:32,180201134305398706,71044,1.0
390380,2018-02-01 08:43:32,180201134305398706,68562,1.0
390381,2018-02-01 08:44:29,180201134408352306,64983,1.0
390382,2018-02-01 08:48:24,180201134810839306,71298,1.0
390383,2018-02-01 08:52:29,18020113484411006,65672,2.0
390384,2018-02-01 08:52:29,18020113484411006,65414,2.0
390385,2018-02-01 08:52:29,18020113484411006,68853,1.0
390386,2018-02-01 08:52:29,18020113484411006,70667,1.0
390387,2018-02-01 08:52:29,18020113484411006,65962,2.0
390388,2018-02-01 08:52:29,18020113484411006,70487,1.0
390389,2018-02-01 08:52:29,18020113484411006,71199,1.0
390390,2018-02-01 08:52:29,18020113484411006,71494,1.0
390391,2018-02-01 08:52:29,18020113484411006,71158,1.0
390392,2018-02-01 08:52:29,18020113484411006,69343,1.0
390393,2018-02-01 08:52:29,18020113484411006,69367,2.0
390394,2018-02-01 08:52:29,18020113484411006,71315,3.0
390395,2018-02-01 08:52:29,18020113484411006,69810,1.0
390396,2018-02-01 08:52:29,18020113484411006,71136,1.0
390397,2018-02-01 08:52:29,18020113484411006,69266,1.0
390398,2018-02-01 08:52:29,18020113484411006,69854,1.0
390399,2018-02-01 08:55:16,180201135444217606,70924,1.0
390400,2018-02-01 08:55:16,180201135444217606,71384,1.0
390401,2018-02-01 08:58:26,180201135722547802,71579,2.0
390402,2018-02-01 08:58:26,180201135722547802,71315,1.0
390403,2018-02-01 08:58:26,180201135722547802,70201,8.0
390404,2018-02-01 08:58:26,180201135722547802,71298,8.0
390405,2018-02-01 08:59:14,180201135855236606,70523,1.0
390406,2018-02-01 09:02:32,180201140204534006,71452,1.0
390407,2018-02-01 09:04:24,180201140336457406,64166,1.0
390408,2018-02-01 09:04:24,180201140336457406,71158,1.0
390409,2018-02-01 09:04:24,180201140336457406,70937,1.0
390410,2018-02-01 09:04:24,180201140336457406,71235,1.0
390411,2018-02-01 09:05:15,180201140434989106,65154,1.0
390412,2018-02-01 09:05:15,180201140434989106,71053,1.0
390413,2018-02-01 09:05:38,180201140525521006,70347,1.0
390414,2018-02-01 09:06:58,180201140642521006,71442,1.0
390415,2018-02-01 09:08:00,180201140735725806,69715,1.0
390416,2018-02-01 09:08:00,180201140735725806,71501,1.0
390417,2018-02-01 09:08:00,180201140735725806,69468,1.0
390418,2018-02-01 09:09:10,180201140846163306,71394,7.0
390419,2018-02-01 09:10:01,180201140919570606,71002,1.0
390420,2018-02-01 09:10:01,180201140919570606,71250,1.0
390421,2018-02-01 09:10:01,180201140919570606,71643,1.0
390422,2018-02-01 09:13:08,18020114121656806,71170,1.0
390423,2018-02-01 09:13:08,18020114121656806,71650,1.0
390424,2018-02-01 09:13:08,18020114121656806,70181,2.0
390425,2018-02-01 09:13:08,18020114121656806,70272,1.0
390426,2018-02-01 09:13:08,18020114121656806,69876,1.0
390427,2018-02-01 09:13:08,18020114121656806,69710,2.0
390428,2018-02-01 09:13:08,18020114121656806,71655,1.0
390429,2018-02-01 09:14:09,180201141346588806,71403,1.0
390430,2018-02-01 09:16:16,180201141416682206,64455,2.0
390431,2018-02-01 09:18:00,180201141626340706,65604,1.0
390432,2018-02-01 09:18:00,180201141626340706,70692,1.0
390433,2018-02-01 09:18:44,180201141838232606,71296,1.0
390434,2018-02-01 09:21:50,180201141954811306,71394,1.0
390435,2018-02-01 09:22:43,180201142203687706,66848,1.0
390436,2018-02-01 09:22:43,180201142203687706,65329,1.0
390437,2018-02-01 09:22:43,180201142203687706,72253,1.0
390438,2018-02-01 09:22:43,180201142203687706,70617,1.0
390439,2018-02-01 09:23:35,18020114225531206,70631,1.0
390440,2018-02-01 09:23:35,18020114225531206,66034,1.0
390441,2018-02-01 09:24:25,180201142346344706,71480,1.0
390442,2018-02-01 09:24:25,180201142346344706,70770,1.0
390443,2018-02-01 09:24:25,180201142346344706,70834,1.0
390444,2018-02-01 09:24:25,180201142346344706,70386,1.0
390445,2018-02-01 09:24:25,180201142346344706,71341,1.0
390446,2018-02-01 09:24:25,180201142346344706,71655,1.0
390447,2018-02-01 09:24:50,180201142438767606,66127,1.0
390448,2018-02-01 09:25:55,180201142519173406,65718,1.0
390449,2018-02-01 09:26:49,180201142624455206,70763,1.0
390450,2018-02-01 09:26:49,180201142624455206,71163,1.0
390451,2018-02-01 09:27:28,180201142704221606,66233,1.0
390452,2018-02-01 09:27:28,180201142704221606,70783,1.0
390453,2018-02-01 09:28:05,180201142740846306,70125,2.0
390454,2018-02-01 09:28:05,180201142740846306,71661,2.0
390455,2018-02-01 09:28:05,180201142740846306,70352,1.0
390456,2018-02-01 09:28:21,180201142810816706,70632,1.0
390457,2018-02-01 09:28:21,180201142810816706,72736,1.0
390458,2018-02-01 09:29:08,180201142839191706,70444,1.0
390459,2018-02-01 09:29:08,180201142839191706,71339,1.0
390460,2018-02-01 09:29:48,180201142920832106,71171,1.0
390461,2018-02-01 09:29:48,180201142920832106,71111,1.0
390462,2018-02-01 09:30:25,18020114301151206,70677,1.0
390463,2018-02-01 09:34:21,180201143408757206,69332,1.0
390464,2018-02-01 09:37:08,180201143651727006,69563,1.0
390465,2018-02-01 09:38:19,180201143741931406,71276,3.0
390466,2018-02-01 09:38:19,180201143741931406,71477,1.0
390467,2018-02-01 09:39:13,180201143858603106,71343,1.0
390468,2018-02-01 09:41:53,180201144112167106,69553,1.0
390469,2018-02-01 09:41:53,180201144112167106,70088,1.0
390470,2018-02-01 09:42:52,180201144226887506,74871,1.0
390471,2018-02-01 09:43:48,180201104508832206,74871,1.0
390472,2018-02-01 09:43:48,180201104508832206,69945,1.0
390473,2018-02-01 09:45:06,180201144436997106,71394,2.0
390474,2018-02-01 09:45:06,180201144436997106,71320,1.0
390475,2018-02-01 09:45:06,180201144436997106,71598,2.0
390476,2018-02-01 09:46:15,180201144526998106,70753,2.0
390477,2018-02-01 09:46:15,180201144526998106,67358,1.0
390478,2018-02-01 09:48:46,180201144827703306,70393,1.0
390479,2018-02-01 09:49:59,180201144902922806,69880,1.0
390480,2018-02-01 09:49:59,180201144902922806,69664,1.0
390481,2018-02-01 09:49:59,180201144902922806,71328,1.0
390482,2018-02-01 09:49:59,180201144902922806,66991,1.0
390483,2018-02-01 09:51:07,180201145027751206,75408,1.0
390484,2018-02-01 09:51:07,180201145027751206,60405,1.0
390485,2018-02-01 09:51:07,180201145027751206,62747,1.0
390486,2018-02-01 09:51:07,180201145027751206,70759,1.0
390487,2018-02-01 09:52:24,180201145140408206,69817,1.0
390488,2018-02-01 09:52:24,180201145140408206,70230,2.0
390489,2018-02-01 09:53:05,180201145245455006,70505,2.0
390490,2018-02-01 09:53:05,180201145245455006,70566,1.0
390491,2018-02-01 09:53:32,18020114531981506,71494,1.0
390492,2018-02-01 09:53:46,180201145340581006,70412,1.0
390493,2018-02-01 09:56:10,180201145555551806,70543,1.0
390494,2018-02-01 09:57:54,180201145357784206,68947,1.0
390495,2018-02-01 09:57:54,180201145357784206,74598,1.0
390496,2018-02-01 09:57:54,180201145357784206,63366,1.0
390497,2018-02-01 09:57:54,180201145357784206,64387,1.0
390498,2018-02-01 09:57:54,180201145357784206,74104,1.0
390499,2018-02-01 09:57:54,180201145357784206,71109,1.0
390500,2018-02-01 09:57:54,180201145357784206,66823,1.0
390501,2018-02-01 09:57:54,180201145357784206,67096,1.0
390502,2018-02-01 09:57:54,180201145357784206,70455,1.0
390503,2018-02-01 09:57:54,180201145357784206,69788,1.0
390504,2018-02-01 09:57:54,180201145357784206,69815,1.0
390505,2018-02-01 09:57:54,180201145357784206,71447,2.0
390506,2018-02-01 09:57:54,180201145357784206,74103,1.0
390507,2018-02-01 09:57:54,180201145357784206,70748,1.0
390508,2018-02-01 09:58:24,180201145808958506,69325,1.0
390509,2018-02-01 09:59:28,180201145852396206,69396,1.0
390510,2018-02-01 09:59:28,180201145852396206,70931,1.0
390511,2018-02-01 09:59:28,180201145852396206,71405,1.0
390512,2018-02-01 09:59:55,180201145937787106,71105,1.0
390513,2018-02-01 09:59:55,180201145937787106,71375,1.0
390514,2018-02-01 10:07:48,180201150526713006,71276,3.0
390515,2018-02-01 10:07:48,180201150526713006,70594,1.0
390516,2018-02-01 10:07:48,180201150526713006,69603,3.0
390517,2018-02-01 10:07:48,180201150526713006,70927,1.0
390518,2018-02-01 10:07:48,180201150526713006,69613,3.0
390519,2018-02-01 10:07:48,180201150526713006,69978,1.0
390520,2018-02-01 10:07:48,180201150526713006,68988,1.0
390521,2018-02-01 10:07:48,180201150526713006,70734,1.0
390522,2018-02-01 10:07:48,180201150526713006,67358,2.0
390523,2018-02-01 10:07:48,180201150526713006,71437,1.0
390524,2018-02-01 10:08:14,18020115080652206,71503,1.0
390525,2018-02-01 10:08:54,180201150830625506,69957,1.0
390526,2018-02-01 10:09:17,180201150856130506,67619,1.0
390527,2018-02-01 10:09:45,180201150931312506,71332,1.0
390528,2018-02-01 10:10:25,180201151003165306,65654,1.0
390529,2018-02-01 10:10:25,180201151003165306,71255,1.0
390530,2018-02-01 10:11:10,180201151040490506,71606,1.0
390531,2018-02-01 10:11:10,180201151040490506,70451,2.0
390532,2018-02-01 10:11:31,180201151122952306,70523,1.0
390533,2018-02-01 10:12:06,180201151146615006,71570,1.0
390534,2018-02-01 10:12:58,18020115123164706,71394,3.0
390535,2018-02-01 10:12:58,18020115123164706,71598,1.0
390536,2018-02-01 10:13:47,180201151318538206,62483,1.0
390537,2018-02-01 10:13:47,180201151318538206,65671,2.0
390538,2018-02-01 10:14:26,180201151404254206,70283,1.0
390539,2018-02-01 10:14:26,180201151404254206,71442,1.0
390540,2018-02-01 10:14:56,180201151434563606,70902,1.0
390541,2018-02-01 10:15:38,180201151511426206,71252,1.0
390542,2018-02-01 10:15:38,180201151511426206,62129,1.0
390543,2018-02-01 10:15:38,180201151511426206,55803,1.0
390544,2018-02-01 10:16:28,18020115155683806,71299,3.0
390545,2018-02-01 10:17:10,180201151638758506,69430,1.0
390546,2018-02-01 10:17:10,180201151638758506,67824,1.0
390547,2018-02-01 10:17:37,180201151718780706,69615,2.0
390548,2018-02-01 10:17:53,180201151742804106,71428,1.0
390549,2018-02-01 10:23:21,180201152229746406,66532,1.0
390550,2018-02-01 10:23:21,180201152229746406,70113,1.0
390551,2018-02-01 10:23:21,180201152229746406,71598,10.0
390552,2018-02-01 10:25:34,180201152453843406,66532,1.0
390553,2018-02-01 10:25:34,180201152453843406,70325,1.0
390554,2018-02-01 10:25:34,180201152453843406,69535,1.0
390555,2018-02-01 10:27:51,180201152721168606,71390,1.0
390556,2018-02-01 10:27:51,180201152721168606,68916,1.0
390557,2018-02-01 10:29:06,180201152814869506,70248,3.0
390558,2018-02-01 10:29:06,180201152814869506,70295,6.0
390559,2018-02-01 10:29:53,180201152916151606,69624,1.0
390560,2018-02-01 10:29:53,180201152916151606,71598,4.0
390561,2018-02-01 10:31:11,180201153043307806,71252,1.0
390562,2018-02-01 10:31:11,180201153043307806,56080,2.0
